N4638 124247.7 +112635 12.13 8   2.2   1.4 125  42728 UGC  7880            
N4639 124252.6 +131530 12.24 8   2.8   1.9 123  42741 UGC  7884            
N4640 124257.7 +121712 14.37 8   1.4   0.8   0  42753 UGC  7888            
N4641 124307.6 +120303 14.23 8   1.2   1.0   0  42769 UGC  7889            
N4642 124317.8 -003839 15.23 8   1.9   0.6   0  42791 UGC  7893            
N4643 124320.2 +015841 11.72 8   3.1   2.3  48  42797 UGC  7895            
N4644 124236.0 +550800 14.60 8   1.6   0.5  53  42708 UGC  7887            
N4645A124305.4 -412132 12.20 8   3.0   0.8  33  42764 ESO  322- 59         
N4645B124331.5 -412143 12.10 8   1.9   0.7 154  42813 ESO  322- 60         
N4645 124409.8 -414501 12.88 8   2.2   1.4  52  42879 ESO  322- 66         
N4646 124252.2 +545125 14.40 8   0.6   0.3  18  42740 UGC  7892            
N4647 124332.4 +113456 11.94 8   2.9   2.3 125  42816 UGC  7896            
N4648 124145.4 +742518 12.96 8   2.1   1.6  70  42595 UGC  7868            
N4649 124340.3 +113258  9.81 8   7.4   6.0 105  42831 UGC  7898       M  60
N4650 124420.5 -404355 12.60 8   3.2   2.8  83  42891 ESO  322- 67         
N4650A124449.6 -404254 13.90 8   1.6   0.8 158  42951 ESO  322- 69         
N4651 124342.6 +162340 11.39 8   4.0   2.6  80  42833 UGC  7901            
N4652 124319.8 +585752 14.2  8                                             
N4653 124350.9 -003334 12.74 8   3.1   2.7  30  42847 UGC  7900            
N4654 124356.6 +130733 11.10 8   4.9   2.8 128  42857 UGC  7902            
N4655 124336.5 +410106 15.3  8                                             
N4656 124407.1 +321231  0.00 8               0  42863 UGC  7907            
N4657 124411.3 +321218       8                                             
N4658 124437.8 -100503 12.98 8   2.1   0.9   3  42929 MCG -2-33-  1        
N4659 124429.4 +132955 13.06 8   1.7   1.3   0  42913 UGC  7915            
N4660 124432.4 +111127 12.16 8   2.2   1.6 100  42917 UGC  7914            
N4661 124514.7 -404924       8   1.1   0.4 116  42983 ESO  322- 72         
N4662 124426.4 +370713 13.48 8   1.9   1.6  55  42904 UGC  7917            
N4663 124447.0 -101152 14.01 8   1.1   0.9   0  42946 MCG -2-33-  2        
N4664                        8                                             
N4665 124506.0 +030321 10.50 8   3.8   3.2   0  42970 UGC  7924            
N4666 124509.0 -002738 11.49 8   4.6   1.3  42  42975 UGC  7926            
N4667 124247.4 +112633 12.13 0   2.2   1.4   0                 
N4668 124531.9 -003206 13.57 8   1.4   0.8   5  42999 UGC  7931            
N4669 124442.0 +545200 14.10 8   1.4   0.4 177  42942 UGC  7925            
N4670 124517.0 +270734 13.09 8   1.4   1.1  90  42987 UGC  7930            
N4671 124547.6 -070411 13.52 8   1.3   1.1   0  43029 MCG -1-33-  4        
N4672 124615.7 -414221 14.09 8   2.0   0.6   0  43073 ESO  322- 73         
N4673 124534.7 +270339 13.87 8   1.0   0.9   0  43008 UGC  7933            
N4674 124603.5 -083920 13.96 8   1.7   0.6   0  43050 MCG -1-33-  5        
N4675 124531.9 +544415 14.50 8  1.56  0.49   0  42998 UGC  7935            
N4676 124610.1 +304355  0.00 8               0  43062 UGC  7938             The Mice
N4676B124611.3 +304328       8   2.2   0.8 146  43065 UGC  7939            
N4677 124657.5 -413458 13.91 8   1.7   0.7 167  43127 ESO  322- 78         
N4678 124942.0 -043450 14.42 8                                             
N4679 124730.2 -393415 13.15 8   2.4   1.0   0  43170 ESO  322- 82         
N4680 124654.7 -113813 13.23 8   1.4   1.2   0  43118 MCG -2-33-  7        
N4681 124728.8 -432005 13.44 8   1.3   1.2   0  43166 ESO  268- 40         
N4682 124715.5 -100348 13.18 8   2.6   1.3   0  43147 MCG -2-33-  8        
N4683 124742.6 -413140 13.80 8   1.4   0.8 130  43182 ESO  322- 83         
N4684 124717.5 -024340 12.38 8   2.9   1.0   0  43149 UGC  7951            
N4685 124711.4 +192752 13.58 8   1.6   1.0   0  43143 UGC  7954            
N4686 124639.6 +543211 13.60 8   2.0   0.6   3  43101 UGC  7946            
N4687 124723.7 +352108 14.18 8   0.9   0.8   0  43157 UGC  7958            
N4688 124746.4 +042010 12.62 8   3.2   2.8   0  43189 UGC  7961            
N4689 124745.8 +134551 11.60 8   4.3   3.5   0  43186 UGC  7965            
N4690 124755.5 -013922 13.87 8   1.2   0.9   0  43202 UGC  7964            
N4691 124813.5 -031959 11.66 8   2.8   2.3  85  43238 MCG  0-33- 13        
N4692 124755.4 +271324 13.64 8   1.3   1.3   0  43200 UGC  7967            
N4693 124709.2 +711034 13.99 8   2.5   0.5   0  43141 UGC  7962            
N4694 124815.1 +105907 12.06 8   3.2   1.5 140  43241 UGC  7969            
N4695 124732.1 +542230 14.45 8   1.1   0.7   0  43173 UGC  7966            
N4696 124849.3 -411840 11.39 8   4.5   3.2   0  43120 ESO  322- 77         
N4696B124721.4 -411416 12.68 8   1.3   0.7  40  43155 ESO  322- 81         
N4696C124803.4 -404910       8   1.9   0.3 139  43218 ESO  322- 87         
N4696D124821.9 -414251       8   1.7   0.3 132  43249 ESO  322- 88         
N4696E124826.6 -405609       8   1.8   0.7   0  43262 ESO  322- 90         
N4696 124849.8 -411839       8   4.5   3.2  95  43296 ESO  322- 91         
N4697 124835.9 -054802 10.14 8   7.2   4.7  70  43276 MCG -1-33- 10        
N4698 124823.5 +082916 11.46 8   4.0   2.5 170  43254 UGC  7970            
N4699 124902.3 -083952 10.41 8   3.8   2.6  45  43321 MCG -1-33- 13        
N4700 124908.1 -112435 12.63 8   3.0   0.6   0  43330 MCG -2-33- 13        
N4701 124911.9 +032325 12.80 8   2.8   2.1  45  43331 UGC  7975            
N4702 124901.5 +271042 15.0  5                                             
N4703 124919.0 -090630 14.50 8  3.49  0.47   0  43342 MCG -1-33- 15        
N4704 124846.5 +415519 14.52 8   1.0   0.9   0  43288 UGC  7972            
N4705 124925.0 -051145 12.52 8   3.0   1.0   0  43350 MCG -1-33- 16        
N4706 124954.1 -411650 13.93 8   1.4   0.6  24  43411 ESO  323-  1         
N4707 124824.0 +510900 13.40 8   2.2   2.1  25  43255 UGC  7971            
N4708 124941.5 -110535 13.94 8   1.3   0.9   0  43382 MCG -2-33- 16        
N4709 125004.1 -412256 12.00 8   2.4   2.0   0  43423 ESO  323-  3         
N4710 124939.0 +150955 11.91 8   4.9   1.2  27  43375 UGC  7980            
N4711 124845.8 +351958 14.22 8   1.5   0.9   0  43286 UGC  7973            
N4712 124934.6 +252813 13.30 8   2.5   1.1 160  43368 UGC  7977            
N4713 124958.1 +051839 12.19 8   2.7   1.7 100  43413 UGC  7985            
N4714 125019.2 -131928 13.73 8   1.6   1.2   0  43442 MCG -2-33- 18        
N4715 124957.8 +274920 14.10 8   1.9   1.7   0  43399 UGC  7986            
N4716 125033.1 -092704 13.52 8   1.0   0.7   0  43464 MCG -1-33- 21        
N4717 125034.4 -092747 15.00 8   1.4   0.5   0  43467 MCG -1-33- 23        
N4718 125032.6 -051655 12.00 8   1.8   0.6   0  43463 MCG -1-33- 20        
N4719 125008.7 +330933 14.02 8   1.4   1.1   0  43428 UGC  7987            
N4720 125042.7 -040920 15.   8                                             
N4721 125019.9 +271926 15.41 8   0.8   0.3   0  43437 MCG  5-30- 97        
N4722 125132.4 -131948 13.75 8   1.8   0.7   0  43560 MCG -2-33- 31        
N4723 125102.9 -131412 15.38 8   1.1   0.6   0  43510                      
N4724 125053.8 -141955 15.00 8   1.1   0.8   0  43494 MCG -2-33- 22        
N4725 125026.9 +253001 10.11 8  10.7   7.6  35  43451 UGC  7989            
N4726 125132.3 -141314 17.0  8                                             
N4727 125057.2 -141959 13.50 8   1.4   1.1   0  43499 MCG -2-33- 23        
N4728 125028.0 +272605 14.50 8   1.2   1.2   0  43455 MCG  5-30- 98        
N4729 125146.5 -410754 13.42 8   1.5   1.4   0  43591 ESO  323- 16         
N4730 125200.5 -410850 13.87 8   1.2   1.0   0  43611 ESO  323- 17         
N4731 125101.1 -062329 11.90 8   6.6   3.2  95  43507 MCG -1-33- 26        
N4732 125007.1 +525100 14.40 8  1.04  0.70   0  43430 UGC  7988            
N4733 125106.9 +105445 12.70 8   2.0   0.7   0  43516 UGC  7997            
N4734 125112.9 +045133 13.90 8  0.92  0.83   0  43525 UGC  7998            
N4735 125101.7 +285540 15.50 8   0.6   0.3   0  43509 MCG  5-30-104        
N4736 125053.6 +410710  8.99 8  11.2   9.1 105  43495 UGC  7996       M  94
N4737 125052.9 +340924 15.3  8                                             
N4738 125106.0 +284700 14.24 8   2.1   0.3  34  43517 UGC  7999            
N4739 125137.1 -082437 13.53 8   1.6   1.4   0  43571 MCG -1-33- 29        
N4740 125132.3 -141314 17.0  8                                             
N4741 125059.5 +474017 14.37 8   1.3   0.7   0  43504 UGC  8000            
N4742 125148.1 -102718 12.12 8   2.6   1.5  75  43594 MCG -2-33- 32        
N4743 125216.0 -412326 13.97 8   1.3   0.5   0  43653 ESO  323- 21         
N4744 125219.6 -410335 13.77 8   2.1   1.0 122  43661 ESO  323- 22         
N4745 125118.0 +272400 16.10 8   0.8   0.8   0  43539 MCG  5-30-105A       
N4746 125155.8 +120500 13.36 8   3.8   1.1 120  43601 UGC  8007            
N4747 125145.3 +254627 12.96 8   3.5   1.2  30  43586 UGC  8005            
N4748 125212.4 -132453 14.   8                                             
N4749 125112.0 +713812 14.28 8   1.8   0.4   0  43527 UGC  8006            
N4750 124647.4 +730738  0.00 8               0  43426 UGC  7994            
N4751 125251.5 -423935 11.80 8   3.0   1.1 175  43723 ESO  323- 29         
N4752 125129.1 +134654 15.40 0  0.77  0.30   0                 
N4753 125222.8 -011157 10.85 8   6.0   2.8  80  43671 UGC  8009            
N4754 125217.7 +111849 11.52 8   4.6   2.5  23  43656 UGC  8010            
N4755 125337.1 -602123  0.00 3               0                              Jewel Box
N4756 125252.7 -152448 13.38 8   1.6   1.3   0  43725 MCG -2-33- 39        
N4757 125250.1 -101837 15.00 8   1.5   0.4   0  43715 MCG -2-33- 40        
N4758 125244.3 +155053 13.55 8   3.1   0.7 160  43707 UGC  8014            
N4759 125304.7 -091202 15.   8                                             
N4760 125307.3 -102940 11.40 8   2.0   1.9   0  43763 MCG -2-33- 41        
N4761 125309.9 -091153 14.83 8   0.4   0.3   0  43768 MCG -1-33- 39        
N4762 125256.3 +111348 11.12 8   8.7   1.7  32  43733 UGC  8016            
N4763 125327.2 -170021 12.58 8   1.5   1.1   0  43792 MCG -3-33- 13        
N4764 125306.8 -091529 15.98 8   0.1   0.1   0  43760                      
N4765 125315.0 +042754 13.42 8   1.1   0.8  80  43775 UGC  8018            
N4766 125308.2 -102241 15.35 8   1.1   0.3   0  43766 MCG -2-33- 42        
N4767 125352.9 -394252 12.51 8   2.6   1.2   0  43744 ESO  323- 31         
N4767 125353.3 -394252 12.51 8   2.6   1.2   0  43845 ESO  323- 36         
N4767B125444.6 -395109       8   1.3   1.0  99  43954 ESO  323- 41         
N4768 125317.2 -093153  0.00 0               0                 
N4769 125318.1 -093210  0.00 0               0                 
N4770 125332.1 -093229 13.78 8   1.4   0.7   0  43804 MCG -1-33- 40        
N4771 125321.9 +011614 12.92 8   3.9   0.8 133  43784 UGC  8020            
N4772 125329.1 +021011 11.96 8   3.4   1.7 147  43798 UGC  8021            
N4773 125336.0 -083820 13.67 8   1.3   1.0   0  43810 MCG -1-33- 41        
N4774 125306.7 +364907 14.80 8   0.6   0.4   0  43759 MCG  6-28- 37         Kidney Bean Galaxy    
N4775 125345.7 -063720 12.24 8   2.1   2.0   0  43826 MCG -1-33- 43        
N4776 125304.6 -091201 14.04 8   0.1   0.1   0  43754 MCG -1-33- 36        
N4777 125358.5 -084633 14.02 8   1.9   0.9   0  43852 MCG -1-33- 44        
N4778 125305.8 -091215 13.47 8   0.1   0.1   0  43757 MCG -1-33- 37        
N4779 125350.8 +094233 13.19 8   2.1   1.8  70  43837 UGC  8022            
N4780 125405.2 -083716 13.81 8   1.9   1.3   0  43870 MCG -1-33- 45        
N4781 125423.7 -103214 11.72 8   3.5   1.5   0  43902 MCG -2-33- 49        
N4782 125435.7 -123407 12.69 8   1.8   1.7   0  43924 MCG -2-33- 50        
N4783 125436.6 -123328 12.54 8   1.8   1.7   0  43926 MCG -2-33- 51        
N4784 125437.0 -103647 14.49 8   1.9   0.4   0  43929 MCG -2-33- 53        
N4785 125327.3 -484457 13.21 8   1.9   1.0   0  43791 ESO  219-  4         
N4786 125432.6 -065130 12.72 8   1.6   1.3 170  43922 MCG -1-33- 46        
N4787 125405.5 +270407 15.44 8   1.1   0.3   0  43875 UGC  8026            
N4788 125416.0 +271813 15.30 8  0.4   0.3    0  43874 MCG  5-30-123        
N4789A125405.3 +270913 13.94 8   3.0   2.2  35  43869 UGC  8024            
N4789 125419.0 +270410 13.12 8   1.9   1.5   0  43895 UGC  8028            
N4790 125451.9 -101452 12.76 8   1.7   1.1   0  43972 MCG -2-33- 56        
N4791 125444.0 +080310 15.1  8                                             
N4792 125503.7 -122950 15.02 8   0.8   0.4   0  43999                      
N4793 125441.1 +285615 12.30 8   2.8   1.5  50  43939 UGC  8033            
N4794 125510.5 -123630 13.65 8   1.9   0.8   0  44012 MCG -2-33- 60        
N4795 125503.2 +080401 12.10 8   1.9   1.6 115  43998 UGC  8037            
N4796 125504.7 +080358 14.50 8                                             
N4797 125455.2 +272446 14.20 8   1.2   0.9   0                             
N4798 125454.8 +272457 14.20 8   1.2   0.9  30  43981 UGC  8038            
N4799 125515.5 +025348 13.60 8  1.44  0.59   0  44017 UGC  8043            
N4800 125438.0 +463152 12.30 8   1.6   1.2  25  43931 UGC  8035            
N4801 125437.7 +530524 14.6  8                                             
N4802 125549.6 -120319 12.39 8   2.4   1.6   0  44087 MCG -2-33- 61        
N4803 125533.7 +081425 15.0  8                                             
N4804 125549.6 -120319 12.   8                                             
N4805 125524.2 +275853  0.00 0               0                 
N4806 125612.4 -293011 13.42 8   1.2   1.0   0  44116 ESO  443- 12         
N4807 125529.4 +273114 14.50 8   1.0   0.8   0  44037 UGC  8049            
N4808 125549.6 +041814 12.35 8   2.8   1.1 127  44086 UGC  8054            
N4809 125451.1 +023915 18.40 8  0.09  0.08   0  43969 UGC  8034            
N4810 125451.2 +023825 14.20 8   1.9   0.8   0  43971 MCG +1-33- 23        
N4811 125652.3 -414750 14.02 8   1.3   0.9   0  44201 ESO  323- 47         
N4812 125652.7 -414848 14.13 8   1.1   0.4   0  44204 ESO  323- 48         
N4813 125636.1 -064904 14.15 8   1.2   0.5   0  44160 MCG -1-33- 55        
N4814 125521.6 +582053 12.80 8   3.1   2.3 135  44025 UGC  8051            
N4815 125800.0 -645700  9.61 3                                             
N4816 125612.2 +274443 13.80 8   1.3   1.1   0  44114 UGC  8057            
N4817 125629.8 +275624 15.70 0  0.66  0.63   0                 
N4818 125648.9 -083132 12.00 8   4.3   1.5   0  44191 MCG -1-33- 57        
N4819 125628.4 +265917 14.10 8   1.2   0.9 160  44144 UGC  8060            
N4820 125700.5 -134310 15.70 8   1.0   0.2   0  44227 MCG -2-33- 67        
N4821 125629.1 +265725 15.48 8   0.5   0.3   0  44148 MCG  5-31- 15        
N4822 125703.7 -104543 14.36 8   1.2   0.7   0  44236 MCG -2-33- 69        
N4823 125725.6 -134155  0.00 8               0                             
N4824 125634.2 +273220 15.   8                                             
N4825 125712.2 -133953 12.63 8   1.9   1.2   0  44261 MCG -2-33- 70        
N4826 125644.3 +214105  9.36 8  10.0   5.4 115  44182 UGC  8062       M  64 Black-Eye Galaxy           
N4827 125643.5 +271047 13.90 8   1.4   1.3   0  44178 UGC  8065            
N4828 125642.0 +280000 15.20 8   0.5   0.5   0  44176 MCG  5-31- 17        
N4829 125725.6 -134156 15.97 8                                             
N4830 125727.6 -194130 13.11 8   1.9   1.2 157  44313 ESO  575- 37         
N4831 125736.7 -271732 13.67 8   1.7   0.9   0  44340 ESO  507- 55         
N4832 125747.3 -394536 12.20 8   1.9   1.2  25  44361 ESO  323- 51         
N4833 125935.0 -705228  8.72 4                                             
N4834 125624.9 +521744 15.5  8                                             
N4835 125807.8 -461551 12.45 8   4.0   0.9   0  44271 ESO  269- 15         
N4835 125807.8 -461548       8   4.0   0.9 150  44409 ESO  269- 19         
N4836 125734.3 -124439 14.31 8   1.4   1.1   0  44328 MCG -2-33- 72        
N4837 125648.3 +481749 14.40 8   1.1   0.5   0  44188 MCG  8-24- 11        
N4838 125756.1 -130336 14.00 8   1.6   1.4   0  44383 MCG -2-33- 74        
N4839 125724.3 +272954 13.02 8   4.0   1.9  65  44298 UGC  8070            
N4840 125732.9 +273636 14.72 8   0.7   0.7   0  44324 MCG  5-31- 29        
N4841A125732.3 +282838 13.77 8   1.7   1.7   0  44323 UGC  8072            
N4841B125734.5 +282856 13.61 8   1.8   1.8   0  44329 UGC  8073            
N4842 125735.9 +272921  0.00 8               0  44337 MCG  5-31- 30        
N4842B125736.7 +272906       8   0.3   0.2   0  44338 MCG  5-31- 31        
N4843 125800.8 -033716 13.96 8   2.1   0.5   0  44388 MCG  0-33- 24        
N4844 125808.2 -130448  0.00 0               0                 
N4845 125801.4 +013431 12.10 8   5.0   1.3  89  44392 UGC  8078            
N4846 125747.6 +362214 14.53 8   1.3   0.6   0  44362 UGC  8079            
N4847 125828.9 -130827 15.33 0               0                 
N4848 125805.7 +281442 14.41 8   1.6   0.5 158  44405 UGC  8082            
N4849 125812.6 +262349 13.85 8   1.7   1.3   0  44424 UGC  8086            
N4850 125821.8 +275804 15.22 8   0.7   0.7   0  44449 MCG  5-31- 40        
N4851 125821.7 +280854 15.2  8                                             
N4852 130004.4 -593634  0.00 3               0                             
N4853 125835.5 +273552 14.41 8   0.8   0.8   0  44481 UGC  8092            
N4854 125842.0 +274000 14.90 8   0.1   0.1   0  44502 MCG  5-31- 49        
N4855 125918.4 -131352 13.95 8   1.8   1.3   0  44572 MCG -2-33- 77        
N4856 125921.3 -150232 11.49 8   4.3   1.2  35  44582 MCG -2-33- 78        
N4857 125718.3 +701212 14.61 8   1.3   0.6   0  44284 UGC  8077            
N4858 125902.2 +280659 15.66 8   0.5   0.5   0  44535 MCG  5-31- 51        
N4859 125900.0 +264800 14.60 8   1.3   0.8  95  44534 UGC  8097            
N4860 125904.1 +280722 14.56 8   1.4   1.2   0  44539 MCG  5-31- 54        
N4861 125902.4 +345146 12.90 8   4.0   1.5  15  44536 UGC  8098            
N4862 125930.8 -140756 15.31 8   1.0   0.8   0  44610 MCG -2-33- 79        
N4863 125942.4 -140147 14.90 8   1.8   0.4   0  44650 MCG -2-33- 81        
N4864 125913.3 +275833 14.58 8   0.6   0.3   0  44566 MCG  5-31- 58        
N4865 125919.9 +280504 14.64 8   0.9   0.5   0  44578 UGC  8100            
N4866 125927.4 +141015 12.14 8   6.3   1.3  87  44600 UGC  8102            
N4867 125915.6 +275807 15.44 8   0.7   0.7   0  44568 MCG  5-31- 62        
N4868 125908.9 +371837 12.97 8   1.6   1.5   0  44557 UGC  8099            
N4869 125923.3 +275439 14.77 8   0.7   0.7   0  44587 MCG  5-31- 65        
N4870 125917.8 +370254 16.31 8  0.79  0.26   0                             
N4871 125930.0 +275721 15.17 8   0.7   0.5   0  44606 MCG  5-31- 66        
N4872 125934.1 +275647 15.37 8   1.5   1.5   0  44624 MCG  5-31- 68        
N4873 125932.9 +275900 15.07 8   0.8   0.6   0  44621 MCG  5-31- 69        
N4874 125935.3 +275736 12.63 8   1.9   1.9   0  44628 UGC  8103            
N4875 125938.0 +275426 15.67 8   0.1   0.1   0  44640 CGCG 160-232         
N4876 125944.5 +275445 15.39 8   0.5   0.5   0  44658 MCG  5-31- 73        
N4877 130026.3 -151700 13.08 8   2.2   1.0   0  44761 MCG -2-33- 86        
